app_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1004190,964100,1093220,960140,858940,611090,833270,886380,414190,404150,683810,37240,665670,990250,1131540,288830,496290,413040,587490,568670,684250
1004200,1125800,834000,1150310,396360,582390,611720,1099010,935490,661530,498320,1137220,461320,879580,6510,698410,1008600,888900,828160,560570,463540
1004210,877910,843860,693250,433290,1002950,770920,916260,701810,1123790,1117900,829780,1126820,1007360,940640,399130,643820,662600,656140,944710,514150
1004230,1004230,536430,786280,1146880,827860,485310,403030,1106150,695650,665900,680700,1147280,568920,1110650,700880,1086690,463540,1166120,1169490,689480
1004240,1004240,878750,1125250,1111810,936030,911230,916510,907390,1140410,1008290,1137730,1143800,1175950,532740,529720,701930,1007940,829660,1168990,463030
1004270,693210,863270,1117900,1123790,460990,958320,450170,407000,974620,697730,838530,461210,934930,266190,586240,257850,476700,1156970,1158870,915670
1004310,949570,841570,495830,1132930,431330,1082240,956210,1167650,704660,885480,1138310,1008450,854550,667170,577160,889990,670370,676440,604780,874690
1004350,658660,671170,587000,251530,290730,774261,458820,33210,1133450,446010,1102150,12470,494670,612170,791790,616750,397190,384080,662950,293960
1004490,927730,945360,514990,1166490,1149900,432030,853590,473810,991930,990280,915570,465440,501120,504430,964080,670850,514930,765160,774891,1161210
1004500,493810,658620,391410,1010660,936510,1013400,569220,745960,1008610,1002750,949930,744940,846670,502280,873490,774651,979790,461340,1012390,490230
1004510,765630,833030,587400,979090,899370,833950,610780,853830,886290,536560,1146910,397640,454580,528900,832990,836290,735520,885290,713600,946690
1004550,889220,403180,661430,577380,558260,384680,703360,1124380,957050,764490,979530,1185570,833140,782670,747100,939830,587420,693820,418260,979090
1004560,909830,1009960,1122210,769220,562090,695450,13140,948330,499560,758150,440880,944200,843360,488500,263200,1011620,964080,793820,399640,436070
1004570,285350,1158480,1142750,724580,602040,388010,675720,672030,1117520,252270,695420,665930,656590,957350,497680,388050,454630,940330,504620,500880
1004600,939580,251210,433900,934600,708930,782290,391410,693750,658620,397850,919150,1002750,1138060,1010660,949930,569220,502280,431910,856670,774651
1004610,934470,759750,725640,661460,834760,398530,450040,577890,476710,884160,657050,757990,949650,617160,585830,242880,944590,431290,1155090,910990
1004650,658620,391410,569220,1002750,1010660,949930,502280,774651,503280,846670,490230,953950,676520,429720,1169490,532690,510060,214790,1013400,771610
1004740,692690,1011820,1179480,1163170,576720,845400,708890,1008250,943970,671370,1166200,532770,570860,572630,785170,954070,915460,1152440,998950,793880
1005000,663210,696190,1145450,294570,233290,416370,906050,12770,1093130,454330,612120,32140,288060,982050,1120800,999330,782700,739260,932270,1124390
1005050,721380,258643,12670,862940,855530,3570,615590,944610,854450,939330,446810,446470,404070,831950,865200,860350,283620,32450,1150290,446480
1005060,1136880,1160440,837390,916780,443460,830430,1106920,1105870,1124400,875300,438340,974250,880400,288040,24460,842420,963910,455490,939210,602010
1005080,1111610,497020,1007800,676070,485820,413750,733690,880400,461710,399090,417990,475490,46570,50990,492150,860480,665240,676210,844250,958320
1006920,979530,780800,843580,964050,841020,904340,891040,664780,391130,833690,889160,1107160,746030,1150140,497680,695110,1162520,700920,388010,746340
1006930,1156080,1161160,1156090,1156070,1153430,1137070,785840,500590,1103080,1108030,500580,1108040,1013130,898950,1007940,884270,974670,873710,857860,670760
1006950,764720,750870,722340,597640,739850,498740,6510,22350,22360,22362,466770,953170,487270,499100,49330,933590,884070,686950,1099070,971070
1007040,787430,494120,979080,459830,565110,1082730,611810,765370,940520,959710,529360,448060,864010,676440,856050,500980,487270,33660,452180,385700
1007050,831040,774231,515020,294390,1011000,938740,689210,593090,786110,3530,457650,292630,1123150,1101000,996140,448020,503980,37320,752080,602140
1007070,936510,838530,655780,919220,409490,958320,849970,497580,266190,511120,960740,39210,664080,251890,751590,885790,260550,746900,576800,503420
1007080,435060,665790,1093310,1125110,933030,697960,1003260,948690,1118730,611260,596880,679670,380550,1137210,786140,889460,875360,665880,775720,661030
1007140,916260,712980,577890,752400,733810,438080,657410,1170330,510080,609320,656620,879600,1101760,282760,32730,944300,489730,400500,860530,916150
1007180,878440,643880,688620,705780,1089650,971280,994450,473810,670850,436260,447100,1149900,424830,890110,659180,711140,940380,529580,713070,697270
1007260,1145280,693430,988890,1126450,286380,493100,1174050,568130,708780,580040,586060,1154470,601920,448550,1147710,661100,855700,755500,758920,869750
1007280,1105490,825450,291270,708150,1148120,573610,781800,952370,1153840,739810,1147840,252270,764370,780230,928390,706570,496510,946680,764720,1131110
1007350,291630,964050,291640,971060,513740,428630,479310,409070,786650,906810,286460,662730,492150,735540,586210,33600,1148420,735250,884350,517860
1007360,774651,658620,391410,1122250,691430,1010660,532690,949930,1002750,569220,502280,669440,910400,953920,444710,846670,490230,580540,676520,429720
1007390,730300,795310,862920,825350,862460,743900,743890,1148150,453510,688650,720640,581270,412790,691990,1085610,869470,1155670,774331,1090530,4760
1007400,33120,412470,684620,743350,1177960,859220,448060,506670,380580,403300,488020,1110870,823730,1152670,661970,1178480,852900,441350,1173260,764630
1007430,48150,1155910,916120,878080,1166840,598450,611660,938000,663390,586150,283040,536450,293260,998850,288120,1168550,690440,884960,837400,927670
1007440,1107720,1119560,514780,915120,584850,745000,266270,615340,534270,1165740,1009700,679820,971880,535910,869690,561680,831450,432190,583930,38600
1007470,689480,482330,960190,444720,510240,656570,974320,386280,530890,1156470,533890,1166120,889770,396610,568920,1142070,1146880,730300,851100,858440
1007490,598880,262150,500180,390560,690350,1166120,15080,945530,396010,771680,249990,780320,1149080,899090,577890,966370,701800,659910,745750,724430
1007520,689480,482330,610570,1133200,905800,569290,960190,789840,455700,1149220,1108250,508140,562090,446590,434240,510240,33180,643880,475080,213650
1007540,1085080,1090540,875100,849790,945550,380840,885730,455190,849360,750420,781000,257750,1126970,947880,434790,1214210,493060,999270,1000130,690080
1007560,965970,465960,409290,705670,38140,511330,885220,1160330,730870,1184320,498030,919560,573680,578430,745870,979880,493820,790890,414190,984250
1007630,838490,656280,601920,946680,1131520,387930,701040,769320,678230,461760,22340,857600,1102890,562520,849870,781800,1082650,514990,869850,1102040
1007730,596270,560720,658620,391410,1009780,1169490,447180,446440,1010660,949930,994870,1002750,532690,774651,569220,502280,676520,689480,846670,490230
1007740,846210,989270,840180,783240,468240,840130,734590,857240,929140,586240,884200,1148300,454460,854810,506700,294730,428930,674800,997030,786420
1007780,1157090,675750,774781,407680,668970,946670,252750,1153590,257830,587570,938960,249870,497240,601550,413870,996710,935560,427950,774441,943290
1007800,1111610,497020,836480,1003260,990850,428870,593720,696360,1173940,536430,985690,1005080,733690,568020,1161110,449610,739240,844950,485820,933930
1007820,906870,718310,462860,713220,659110,697000,1177940,948960,825580,208710,849360,658500,751400,611730,425150,230860,690000,735600,886120,404050
1007870,999990,444270,444520,444490,444480,444470,444440,444430,444420,444410,444350,444330,444320,444280,444260,444550,444250,444220,444210,444190
1007880,1152830,48950,765520,696560,528960,786680,462380,770850,429360,966180,461760,696010,467480,859820,884240,963940,827460,1156670,886390,409520
1007890,1012970,827410,493790,697710,1142280,752700,674170,1138290,846790,878440,843980,1146780,687560,959830,491620,880570,768800,730870,869780,776080
1007930,718940,787100,843370,1178000,759040,702790,655380,770900,686640,701540,1148500,959030,694240,725950,671120,755520,403400,793030,663240,527240
1007940,1143800,873710,1137070,1013130,500590,500580,454460,1156070,1156090,1156080,991500,1161160,685040,490510,884270,1171440,1003320,455690,284950,285010
1007950,990390,842030,39650,411870,684430,825310,707750,670490,434210,708930,790550,719080,928880,995890,1145280,580060,1162370,1151860,1123510,885640
1007970,429040,662600,935700,604830,1184700,292670,209100,729930,659780,1003830,1172080,766070,386420,389270,1090520,693790,1012460,870450,836120,920280
1007980,561680,750780,1213640,759650,979290,773120,754830,730420,1138260,751430,506750,999430,974060,975980,765400,843620,571020,567980,988640,746410
1007990,754480,770460,828730,427510,858700,1166100,720290,498240,1151550,205550,729660,1172340,1110670,437020,582440,657550,781930,733810,1124510,292380
1008010,719130,774551,873970,568690,792850,455990,425870,687850,708110,266270,510080,751330,856040,518040,746540,420550,418060,697270,643970,1010170
1008020,780690,1112950,939750,503240,443330,795480,605180,593200,915820,693810,491020,1003530,435360,577780,684720,880570,455120,514700,431510,1172410
1008060,711150,874130,671550,780760,616690,735520,428180,697610,790810,935960,384940,519870,381310,874810,904340,504840,946170,792000,1103460,910420
1008070,500420,1103320,522660,733430,746340,879580,684130,864610,419700,386400,689610,517660,680170,884880,569350,1003940,513880,576860,1151320,485670
1008140,1132930,510570,573280,1084770,620700,745950,251170,845870,747130,569140,663690,970910,515040,751350,643940,13140,449090,786040,38490,503060
1008160,1131990,1002960,911310,1113390,491950,478960,1111540,674860,1149340,708920,1002900,435060,949380,662470,837940,454170,396680,941000,526590,590530
1008250,885440,899150,1163170,582510,793880,598150,500500,457770,1166200,665350,1126570,733710,572630,725610,849010,1091220,906810,721090,293200,608370
1008260,686870,937980,759840,708630,782630,523090,708640,841870,485120,502800,466030,938510,1122710,1123790,1117900,1102410,679750,706020,724940,504230
1008280,466030,990850,929290,929310,929300,969740,1096120,904300,946600,596200,494090,1091200,1148120,1166980,265730,1158230,860480,446070,478210,559610
1008290,844610,1137730,793880,1131470,907390,501440,878750,1004240,927890,878780,1126510,1143800,576720,1007940,590270,936030,1126290,729980,1008460,1091560
1008320,915960,560720,493720,449780,569150,50920,985070,787160,984080,770870,430020,994870,1116890,898780,679820,971880,500870,396530,500150,558780
1008370,1009300,1183200,1172850,945580,733840,487350,705500,958980,864520,529450,3620,916030,1116800,578430,514780,781230,850050,684050,986400,384680
1008390,205230,515040,518610,943510,414080,905350,910210,569220,43190,487430,745850,585290,936010,458190,409320,995000,837950,444970,1008060,982480
1008410,522590,720940,209100,261390,663920,253570,440420,522690,288880,440730,398620,601120,529670,1112340,666620,935580,262080,851250,391120,696990
1008450,841570,1132930,874690,949570,704660,885480,1082240,495830,956210,283330,854550,978020,943880,577160,765100,1082650,1138310,938510,1131520,428950
1008460,1008460,1168170,1123790,1117900,844610,970150,1158660,919300,999480,780760,669490,1124790,878780,960360,831230,1008290,916580,1126290,1132010,721430
1008510,830590,514730,933940,1151500,477950,395850,487270,888690,428020,494990,838270,292300,292240,491130,790610,31920,589160,747130,589260,536340
1008520,535910,1136390,869440,975980,491580,879390,490390,214610,39110,500570,657320,561680,709480,29700,1107720,444020,847950,1126470,1170290,462220
1008580,840610,592400,451210,1140950,886430,703360,879580,656530,491060,385400,661950,1099010,855760,461320,60,456160,733230,392040,863560,416760
1008600,661530,498320,868460,935660,857940,451340,705800,485500,381900,449940,510110,435140,706310,898790,449520,995790,558440,774901,21980,229810
1008610,292660,409420,450190,1183230,773650,760460,257970,1004500,288610,836480,565600,792160,584860,899440,1213570,850830,868370,975290,466580,659780
1008650,1110640,763810,1138800,501500,988940,1119970,293600,759650,584940,751920,665180,610670,1132710,293920,420850,480480,885790,888900,870450,878300
1008680,839300,752520,280830,848470,932980,696490,909630,420550,774551,501190,1098210,674850,1111200,735550,705410,863290,1013700,878710,756090,266270
1008690,1122110,941050,580170,1120600,291010,676990,683900,830410,838530,680250,774321,958320,1117760,696710,1144110,715320,851050,960740,449150,822920
1008710,971400,1086070,1142870,868550,1154170,1122510,1117680,1137250,933920,786840,744450,587400,953610,1153390,1132020,565720,998470,974670,890200,995210
1008740,769590,985590,1146390,830380,719550,37800,1146880,785890,1153300,948200,393150,775570,506760,384280,665630,437520,257990,48150,694610,499560
1008800,526540,1105220,938850,1151650,940700,763790,232050,752710,883780,290890,413040,265970,1126820,2640,745790,687640,454700,499940,714780,257730
1008820,825450,952370,916150,928390,1171230,994860,514780,669520,683440,869690,1091010,754520,293260,870010,836420,485620,771670,786850,760000,848470
1008830,834760,586880,530240,492610,935660,909830,610570,466290,747310,1147900,1156470,1166120,960190,725640,1122210,689480,757990,482330,476710,510250
1008850,3170,982510,698040,910490,289520,695650,576980,494700,979810,444220,979330,985530,282100,708510,1124430,680680,1158230,985590,1139000,460910
1008870,567660,754300,418210,845330,460190,671980,1158990,680940,906850,1124860,611620,906170,392680,658790,692170,676620,688690,864960,898240,390720
1008890,869780,943920,764490,593240,1142280,739180,878440,823470,600500,746540,439370,1153720,451540,846790,458560,510080,899480,60,244590,899220
1008910,994750,461840,850740,863430,661260,449350,413700,873490,1165590,536340,427860,974240,1138360,733710,721090,928180,1008920,498680,229600,846110
1008920,780740,842870,1165590,529720,694180,611850,584040,527760,773810,1011000,586240,844610,838490,499440,467370,281840,434430,689210,1105110,1082650
1008970,838530,958320,409490,949570,960740,906850,238280,934250,431330,1144110,249950,878970,479140,591360,266190,431840,400220,864850,438080,501950
1008990,1155150,1090420,418640,593740,565670,605490,1112940,240660,514150,466110,492800,996710,252030,447100,13000,834050,595560,501940,991680,730010
1009030,440770,1098140,661430,752300,927670,1171440,1003320,40210,769590,791700,997180,497880,679160,898780,577380,888880,40200,904340,425230,844520
1009040,786040,423700,601010,589160,995900,457690,601500,1111990,257050,533030,608830,288750,686900,693400,435120,984150,562310,714980,423950,22130
1009070,1184700,664870,989540,600420,1102700,985710,733690,598090,1160850,503370,840060,911480,919730,953060,11590,466740,890340,510590,581060,249930
1009100,954590,1096540,467320,1183740,1097170,434290,940680,1086630,461540,825450,856490,461550,904440,952370,1086900,828160,730180,1091070,751350,1172820
1009150,1160190,675980,974220,1103510,683870,1138810,959770,853410,414060,869850,562520,567280,462130,1012970,794630,979260,849000,879480,1007980,855700
1009180,854810,857210,1120960,468240,1116200,958790,586240,695560,843780,747210,454460,974970,729460,424850,589740,783220,1089140,676680,661100,489460
1009220,428020,1116350,1138910,978290,945520,1110670,451980,576500,579780,486120,1178020,999040,678970,898780,284200,853220,584860,490170,493900,750800
1009230,793370,590600,843790,560750,437420,514350,448630,675180,889850,845270,1174550,839520,844300,752690,666290,434020,391540,446070,875360,841140
1009240,855700,744240,598150,745890,899150,885440,1124740,475220,461210,1112440,1145280,961210,989060,988890,1126450,477950,509930,869680,457770,675980
1009300,1008370,1172850,879270,465970,831670,1123210,787070,561690,725950,659460,451590,841140,292280,456090,450760,1090960,1156050,898690,735410,905790
1009330,606010,467360,457670,1214250,1008250,465970,1013120,288270,501610,1117520,392230,885030,515230,848170,1137770,823080,1013360,262650,446070,837380
1009350,689460,664340,677080,407330,522610,445980,788000,998850,669960,834100,934250,486550,683760,409360,265990,409450,611970,610960,744750,263080
1009370,564750,1177960,984230,1138290,403300,828050,842620,898680,729970,586340,703200,412290,467370,692710,830820,690200,729220,1155290,567320,414060
1009390,466080,205230,885220,765170,566170,535680,1174550,33720,670210,517930,1011600,929210,828730,250500,974010,1140160,855320,263420,263140,837330
1009450,1155670,899190,869870,744800,687650,979620,734120,594120,824440,790850,920280,558870,839450,770870,764230,286220,838720,429040,959890,985690
1009460,658620,391410,843170,1133070,1010660,949930,1002750,569220,502280,774651,502990,846670,490230,676520,403670,429720,1169490,532690,238050,214790
1009510,687920,1184720,841840,774441,534480,864010,6000,388160,884440,446620,1168070,681020,751660,446380,214970,728950,251530,32620,932810,251990
1009590,676620,1124860,692170,785620,1096210,243780,827940,1082650,397670,751950,1139470,770560,612120,290020,494290,465760,595640,793260,754000,915860
1009690,869100,764780,292660,944810,968700,1008290,1110670,1180250,411860,644300,874380,1144290,758280,678760,513510,1161120,829720,985080,501440,407420
1009700,1165740,534270,615340,561680,1168060,432190,679820,971880,1119560,266270,428510,1107720,836480,656890,584850,570490,514780,1007440,1126470,915120
1009750,490390,1170290,568300,1151060,780520,938960,1009950,1105770,565730,664620,454230,420980,1136390,937980,481950,1098370,1096630,437720,398100,1156980
1009770,384680,858180,467480,1010150,1125110,974970,695560,1118730,783220,502090,979530,747100,840310,1089140,590530,688620,1098250,826930,661100,561390
1009780,391410,658620,446440,1169490,436160,560720,1010660,949930,1002750,532690,774651,1007730,569220,502280,676520,689480,846670,490230,971880,679820
1009810,744630,984580,1167760,458480,661690,453790,934500,1118910,1144450,490170,906650,667420,730300,879520,496950,573650,747990,1157350,31860,939930
1009870,684400,988940,567670,713840,447200,486990,1084980,956780,43190,3130,381100,379980,447190,616740,705500,611660,1161210,294190,204860,261960
1009890,1086140,954070,932480,526440,752380,1103430,875270,493040,1178000,1013190,513510,831260,935540,708890,823730,701540,498470,694470,487430,745850
1009900,692170,840230,1131420,530540,670780,286770,448150,860260,919440,20510,851950,936490,868130,492530,855940,504210,861290,283410,20550,1103690
1009910,863490,495750,706510,561740,1091040,1185390,754120,1002040,444550,878500,568400,844760,585830,582530,1153930,1009960,754330,949910,400220,982840
